https://www.roomster.com/listings/7869450| Heart of the City.| 550| Bataan Street, West Dallas, Dallas, TX, United States| Offering a room in a pretty calm neighborhood, right across downtown Dallas w a beautiful view and down the street from trinity groves. House has a full kitchen & machines to do your laundry. Big yard and a drive in park way. temporary roommate that is responsible.  me| Yes| 200| Clean| 
https://www.roomster.com/listings/7348102| Renting a room starting April 2018| 600| Midway Road, Northwest Dallas, Dallas, TX, United States| Currently renting room, until end of Mar 2018 and have a 5yo Boxer, so must like dogs. Lease agreement will be a min of 12 months, includes own room, own private bathroom, all common areas, all utilities included, laundry room right outside door, free wifi. Room isn\'t furnished. Message for details.| No| 250| Clean| 
https://www.roomster.com/listings/8426112| Upstairs room with private bathroom| 600| Harborview Boulevard, Rowlett, TX, United States| Upstairs room with private bathroom. Laminate flooring. You can paint any color you want. Part of a 2 story 5 bedroom home with a pool and hot tub. 10ft privacy fence. 3 dogs, hoping to go down to 2.| No| 300| Average| 
https://www.roomster.com/listings/8406771| Rooms To Rent in Nice Home in the Medical District Area| 650| Dallas, Dallas, TX, United States| I\'m offering a bedroom, with sunporch/tv room attached, in my home for the right male, professional person.The room is fully furnished and has a nice sized closet and two chest of drawers with lots of storage space.The attached sunporch/tv room is perfect for a getaway or study area. High-speed internet is also included in therent.The bathroom is located close to the bedroom and will be shared. The rooms will be available on 4-1-18.This nice, quiet neighborhood is conveniently located in the Medical District and is very close to uptown,downtown, Love Field and the Dallas North Tollway.| no data| 300| Average| 
https://www.roomster.com/listings/8423597| Room for rent. Near Cityline| 1,200| Wildlife Trail, Garland, TX, United States| All bills included in the price of $1200. HOA, Electric, Gas, Water, Cable and high speed internet. Inquiring about information please let me know as soon as possible.  minutes from Cityline Richardson. Thx!| no data| 300| Clean| 
https://www.roomster.com/listings/8395367| WHO WANTS A ROOMY!| 550| Edgefield Drive, Garland, TX, United States| Bedroom with common areas in my apartment. It\xe2\x80\x99s all bills paid with internet. Washer & dryer - Upgraded appliances - Only draw back is we have to share restroom which isn\xe2\x80\x99t a problem with me. I\xe2\x80\x99m very clean and expect same from my future roomy. Reserved parking - Security Cameras at entrances| No| 200| Clean| 
https://www.roomster.com/listings/8177504| RedBird and Hampton Area| 650| Dallas, TX, United States| home with two dogs.  Quiet neighborhood, close to freeways 10 min from shopping. Come by and take a look.| No| 500| Clean| 
https://www.roomster.com/listings/8366183| New Listing| 800| Skillman Street, Lake Highlands, Dallas, TX, United States| Single room in desirable Richardson area with accessibility to 75, I-635, and George Bush.  Females only.  Private entrance to bath.| No| 600| Clean| 
https://www.roomster.com/listings/8356580| New Listing| 600| Frankford Road, Far North Dallas, Dallas, TX, United States| This is a spacious 3 bedroom apartment, located near University of Texas at Dallas. We are 2 people on the lease right now, a guy and me , both study and work at UTD. You can take master bedroom at $665 or the smaller bedroom without personal bathroom at $600/ month. I have a pet dog.| No| 75| Clean| 
https://www.roomster.com/listings/8297599| Room mated wanted| 550| Allen Drive, Spring Ridge Estates, Mesquite, TX, United States| I am renting out a big room in my house. It is furnished with a refrigereter,  bed ,  two love seats , carpeted ,  free wifii and all bills paid .| Yes| 550| Clean| 
https://www.roomster.com/listings/8159149| Temporary, 1 bdrm apt to share!!| 450| Hebron Parkway, Lewisville, TX, United States| THIS IS NOT FOR A ROOM FOR RENT, Its for a Comfortable couch to rent nice clean one bedroom apt to share, I\'m a responsible,  gay male, no drugs, don\'t drink don\'t smoke, 420 is ok, I have a 5 month old male American bulldog you must like dogs and be patient he\'s not 100 % trained. Male  preferred.| Yes| 100| Clean| 
https://www.roomster.com/listings/7893672| private BR/bath/patio/garage-unfur| 850| Lyndon B Johnson Freeway, Farmers Branch, TX, United States| Private bedroom and private bath U-verse wired for AT&T landline and wireless high speed internet.  Washer and dryer  patio. I use of 1/2 of 2-car garage.  Mercer crossing requires background check and proof of income   Unfurnjsgqz\xc2\xa1| No| 50| Clean| 
https://www.roomster.com/listings/7869450| Heart of the City.| 550| Bataan Street, West Dallas, Dallas, TX, United States| Offering a room in a pretty calm neighborhood, right across downtown Dallas w a beautiful view and down the street from trinity groves. House has a full kitchen & machines to do your laundry. Big yard and a drive in park way. temporary roommate that is responsible.  me| Yes| 200| Clean| 
https://www.roomster.com/listings/7348102| Renting a room starting April 2018| 600| Midway Road, Northwest Dallas, Dallas, TX, United States| Currently renting room, until end of Mar 2018 and have a 5yo Boxer, so must like dogs. Lease agreement will be a min of 12 months, includes own room, own private bathroom, all common areas, all utilities included, laundry room right outside door, free wifi. Room isn\'t furnished. Message for details.| No| 250| Clean| 
https://www.roomster.com/listings/8426112| Upstairs room with private bathroom| 600| Harborview Boulevard, Rowlett, TX, United States| Upstairs room with private bathroom. Laminate flooring. You can paint any color you want. Part of a 2 story 5 bedroom home with a pool and hot tub. 10ft privacy fence. 3 dogs, hoping to go down to 2.| No| 300| Average| 
https://www.roomster.com/listings/8406771| Rooms To Rent in Nice Home in the Medical District Area| 650| Dallas, Dallas, TX, United States| I\'m offering a bedroom, with sunporch/tv room attached, in my home for the right male, professional person.The room is fully furnished and has a nice sized closet and two chest of drawers with lots of storage space.The attached sunporch/tv room is perfect for a getaway or study area. High-speed internet is also included in therent.The bathroom is located close to the bedroom and will be shared. The rooms will be available on 4-1-18.This nice, quiet neighborhood is conveniently located in the Medical District and is very close to uptown,downtown, Love Field and the Dallas North Tollway.| no data| 300| Average| 
https://www.roomster.com/listings/8423597| Room for rent. Near Cityline| 1,200| Wildlife Trail, Garland, TX, United States| All bills included in the price of $1200. HOA, Electric, Gas, Water, Cable and high speed internet. Inquiring about information please let me know as soon as possible.  minutes from Cityline Richardson. Thx!| no data| 300| Clean| 
https://www.roomster.com/listings/8395367| WHO WANTS A ROOMY!| 550| Edgefield Drive, Garland, TX, United States| Bedroom with common areas in my apartment. It\xe2\x80\x99s all bills paid with internet. Washer & dryer - Upgraded appliances - Only draw back is we have to share restroom which isn\xe2\x80\x99t a problem with me. I\xe2\x80\x99m very clean and expect same from my future roomy. Reserved parking - Security Cameras at entrances| No| 200| Clean| 
https://www.roomster.com/listings/8177504| RedBird and Hampton Area| 650| Dallas, TX, United States| home with two dogs.  Quiet neighborhood, close to freeways 10 min from shopping. Come by and take a look.| No| 500| Clean| 
https://www.roomster.com/listings/8366183| New Listing| 800| Skillman Street, Lake Highlands, Dallas, TX, United States| Single room in desirable Richardson area with accessibility to 75, I-635, and George Bush.  Females only.  Private entrance to bath.| No| 600| Clean| 
https://www.roomster.com/listings/8356580| New Listing| 600| Frankford Road, Far North Dallas, Dallas, TX, United States| This is a spacious 3 bedroom apartment, located near University of Texas at Dallas. We are 2 people on the lease right now, a guy and me , both study and work at UTD. You can take master bedroom at $665 or the smaller bedroom without personal bathroom at $600/ month. I have a pet dog.| No| 75| Clean| 
https://www.roomster.com/listings/8297599| Room mated wanted| 550| Allen Drive, Spring Ridge Estates, Mesquite, TX, United States| I am renting out a big room in my house. It is furnished with a refrigereter,  bed ,  two love seats , carpeted ,  free wifii and all bills paid .| Yes| 550| Clean| 
https://www.roomster.com/listings/8159149| Temporary, 1 bdrm apt to share!!| 450| Hebron Parkway, Lewisville, TX, United States| THIS IS NOT FOR A ROOM FOR RENT, Its for a Comfortable couch to rent nice clean one bedroom apt to share, I\'m a responsible,  gay male, no drugs, don\'t drink don\'t smoke, 420 is ok, I have a 5 month old male American bulldog you must like dogs and be patient he\'s not 100 % trained. Male  preferred.| Yes| 100| Clean| 
https://www.roomster.com/listings/7893672| private BR/bath/patio/garage-unfur| 850| Lyndon B Johnson Freeway, Farmers Branch, TX, United States| Private bedroom and private bath U-verse wired for AT&T landline and wireless high speed internet.  Washer and dryer  patio. I use of 1/2 of 2-car garage.  Mercer crossing requires background check and proof of income   Unfurnjsgqz\xc2\xa1| No| 50| Clean| 
https://www.roomster.com/listings/8317683| 3story townhouse with room for rent| 700| Lookout Drive, Garland, TX, United States| Roommate is moving out at the end of March. Looking for a new roommate. This townhouse will practically be yours by yourself as I am not here most of the time unless I am sleeping. Utilities range from anywhere between 100 to 150 dollars.| no data| 50| Clean| 
https://www.roomster.com/listings/8082740| Roommate Wanted| 900| Carrollton, TX, United States| Room Mate Wanted to share my new furnished home in Carrollton\'s Mustang Ranch development.  Individual looking to share my new 2200 sq. ft. home.  Rent of $900 per month, includes all utilities, parking, internet access, and all  neighborhood amenities including pool and work out facilities.  Great location and ideal circumstances for the right individual.  Non-smoking and no pets are a must.    Looking for a person who\'s neat, organized and wanting a calm stress free place to call home.  Rent pricing is negotiable in exchange for some in home services.| No| 500| Clean| 
https://www.roomster.com/listings/8304960| Hello new Roomie!| 700| Rowlett, TX, United States| I am a single professional man who works in downtown Dallas M-F. I leave the house at 7AM and don\'t usually return until 8PM. I am very active as a Catholic and in its community. There is religious artwork throughout the home. You decorate your room as you wish. Cooking, eating, sleeping, and bodybu| no data| 500| Average| 
https://www.roomster.com/listings/8300472| I am offering fully  Furniture room| 800| Lincolnshire Lane, Rockwall, TX, United States| Offering fully furniture room including tv walk in closet privet bathroom all utilities included wood floors in a pretty calm neighborhood right on Lake Ray Hubbard come and enjoy my beautiful house With a beautiful view full kitchen and Machines  to do your laundry Have two rooms $500 $800| Yes| 1600| Average| 
https://www.roomster.com/listings/8298074| Professional Roommate for House in N Dallas| 790| Richardson, TX, United States| House Specs:-Single Family Dwelling-2100 sq ft on .27 acres-4bed/2.5 bath-Open floor plan with separate bedroom wing-Attached 2-car garage-Large front and back yards-Back patio with grille and furniture-Major Remodel in 2015: new windows, hardwood floors, carpeted bedroomsThe house is in Richardson, located south of Belt Line, west of US-75 in the Richardson Heights neighborhood. Easily accessible to 75, 635, Tollway; 15 minutes from Downtown Dallas and from Plano\'s Shops at Legacy.Lease Basics:-Seeking a 3-6 month lease, starting March 1 but open to talking about something longer/shorter-$790/mo in rent-Private Corner Bedroom- move-in ready now-Semi-Private hallway bath- double vanity, roommate setup -Included: Washer/dryer, alley access parking, fully stocked kitchen-Great company between the two of us!| no data| 1600| Clean| 
